No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
6394,2013,11,22,9,141.0,182.0,9.0,77.0,800.0,8.7822,6.6,1017.0,-6.1,0.0,S,0.6,Changping,2013-11-22 09:00:00
6395,2013,11,22,10,160.0,219.0,9.0,94.0,800.0,8.3538,8.8,1016.2,-5.1,0.0,SSE,1.3,Changping,2013-11-22 10:00:00
6396,2013,11,22,11,51.0,80.0,9.0,35.0,800.0,7.9254,10.6,1015.2,-5.0,0.0,SSE,1.2,Changping,2013-11-22 11:00:00
6397,2013,11,22,12,51.0,80.0,9.0,35.0,800.0,8.9964,12.1,1014.0,-5.9,0.0,SSE,0.7,Changping,2013-11-22 12:00:00
6398,2013,11,22,13,51.0,80.0,9.0,35.0,800.0,10.2816,12.4,1013.2,-6.6,0.0,SE,1.1,Changping,2013-11-22 13:00:00
6399,2013,11,22,14,137.0,176.0,9.0,35.0,800.0,14.5656,12.4,1012.6,-6.6,0.0,ESE,1.6,Changping,2013-11-22 14:00:00
6400,2013,11,22,15,101.0,134.0,9.0,101.2129,800.0,20.1348,11.6,1012.3,-6.8,0.0,ESE,1.0,Changping,2013-11-22 15:00:00
6401,2013,11,22,16,110.0,118.0,9.0,96.0,800.0,12.0,8.7,1012.4,-6.3,0.0,ESE,0.1,Changping,2013-11-22 16:00:00
6402,2013,11,22,17,102.0,111.0,9.0,97.0,800.0,6.0,5.8,1012.8,-5.8,0.0,N,1.5,Changping,2013-11-22 17:00:00
6403,2013,11,22,18,115.0,128.0,9.0,99.0,800.0,5.0,5.6,1013.0,-6.0,0.0,N,0.7,Changping,2013-11-22 18:00:00
6404,2013,11,22,19,137.0,142.0,9.0,94.0,800.0,6.0,5.1,1013.2,-6.5,0.0,N,1.5,Changping,2013-11-22 19:00:00
6405,2013,11,22,20,125.0,127.0,9.0,90.0,800.0,3.0,4.8,1013.3,-6.2,0.0,N,1.5,Changping,2013-11-22 20:00:00
6406,2013,11,22,21,113.0,112.0,9.0,90.0,800.0,3.0,3.7,1013.3,-6.0,0.0,NNW,1.4,Changping,2013-11-22 21:00:00
6407,2013,11,22,22,121.0,119.0,9.0,91.0,800.0,4.0,3.1,1013.3,-6.3,0.0,N,1.7,Changping,2013-11-22 22:00:00
6408,2013,11,22,23,121.0,118.0,9.0,90.0,800.0,2.0,2.3,1013.1,-6.1,0.0,N,0.2,Changping,2013-11-22 23:00:00
6409,2013,11,23,0,117.0,121.0,9.0,86.0,800.0,3.0,2.6,1012.7,-6.5,0.0,NNW,1.0,Changping,2013-11-23 00:00:00
6410,2013,11,23,1,105.0,108.0,9.0,84.0,800.0,2.0,1.1,1012.7,-5.8,0.0,NNW,0.2,Changping,2013-11-23 01:00:00
6411,2013,11,23,2,108.0,118.0,9.0,87.0,800.0,3.0,0.3,1012.5,-5.7,0.0,NE,0.4,Changping,2013-11-23 02:00:00
6412,2013,11,23,3,131.0,137.0,9.0,86.0,800.0,3.0,0.4,1012.1,-5.8,0.0,NNW,1.5,Changping,2013-11-23 03:00:00
6413,2013,11,23,4,99.0,94.0,9.0,80.0,800.0,1.0,0.0,1012.2,-6.0,0.0,WNW,0.5,Changping,2013-11-23 04:00:00
6414,2013,11,23,5,111.0,118.0,9.0,79.0,800.0,2.0,-0.2,1012.2,-5.4,0.0,E,0.4,Changping,2013-11-23 05:00:00
6415,2013,11,23,6,158.0,181.0,9.0,99.0,800.0,4.0,1.9,1012.1,-4.6,0.0,SSW,1.9,Changping,2013-11-23 06:00:00
6416,2013,11,23,7,148.0,157.0,9.0,92.0,800.0,2.0,0.9,1013.0,-4.5,0.0,SW,1.3,Changping,2013-11-23 07:00:00
6417,2013,11,23,8,51.0,212.0,9.0,105.0,800.0,7.0,5.6,1012.7,-4.8,0.0,NNW,1.1,Changping,2013-11-23 08:00:00
6418,2013,11,23,9,51.0,80.0,9.0,35.0,800.0,10.0,12.2,1012.4,-6.3,0.0,WNW,1.4,Changping,2013-11-23 09:00:00
6419,2013,11,23,10,127.0,133.0,9.0,60.0,800.0,9.0,13.8,1011.4,-6.5,0.0,ENE,1.6,Changping,2013-11-23 10:00:00
6420,2013,11,23,11,53.0,58.0,9.0,32.0,900.0,23.0,14.7,1010.4,-6.8,0.0,WNW,1.5,Changping,2013-11-23 11:00:00
6421,2013,11,23,12,42.0,47.0,9.0,25.0,700.0,35.0,15.0,1009.9,-6.6,0.0,NW,1.5,Changping,2013-11-23 12:00:00
6422,2013,11,23,13,24.0,55.0,13.0,18.0,500.0,50.0,15.1,1009.0,-7.1,0.0,WNW,1.5,Changping,2013-11-23 13:00:00
6423,2013,11,23,14,20.0,45.0,13.0,18.0,400.0,55.0,15.3,1009.0,-6.9,0.0,NW,1.5,Changping,2013-11-23 14:00:00
6424,2013,11,23,15,20.0,38.0,18.0,30.0,500.0,42.0,14.1,1009.5,-6.8,0.0,WNW,1.5,Changping,2013-11-23 15:00:00
6425,2013,11,23,16,24.0,38.0,9.0,36.0,500.0,35.0,12.4,1009.7,-7.1,0.0,NW,1.1,Changping,2013-11-23 16:00:00
6426,2013,11,23,17,32.0,53.0,9.0,45.0,700.0,23.0,9.9,1009.8,-6.5,0.0,N,1.7,Changping,2013-11-23 17:00:00
6427,2013,11,23,18,33.0,45.0,9.0,45.0,800.0,24.0,8.9,1010.3,-6.5,0.0,N,1.1,Changping,2013-11-23 18:00:00
6428,2013,11,23,19,51.0,66.0,9.0,55.0,800.0,11.0,7.4,1010.1,-6.0,0.0,NNW,1.0,Changping,2013-11-23 19:00:00
6429,2013,11,23,20,52.0,60.0,9.0,52.0,800.0,8.0,6.7,1010.3,-6.0,0.0,N,2.1,Changping,2013-11-23 20:00:00
6430,2013,11,23,21,56.0,62.0,9.0,51.0,800.0,7.0,7.1,1010.8,-5.9,0.0,NE,0.7,Changping,2013-11-23 21:00:00
6431,2013,11,23,22,72.0,90.0,9.0,56.0,800.0,5.0,7.1,1011.1,-5.9,0.0,N,1.2,Changping,2013-11-23 22:00:00
6432,2013,11,23,23,84.0,96.0,9.0,52.0,800.0,7.0,7.7,1010.8,-6.5,0.0,NW,2.3,Changping,2013-11-23 23:00:00
6433,2013,11,24,0,107.0,118.0,9.0,60.0,800.0,3.0,11.3,1010.6,-6.6,0.0,WNW,1.5,Changping,2013-11-24 00:00:00
6434,2013,11,24,1,58.0,83.0,9.0,42.0,1000.0,11.0,9.1,1010.1,-6.8,0.0,ENE,1.5,Changping,2013-11-24 01:00:00
6435,2013,11,24,2,54.0,71.0,9.0,49.0,900.0,4.0,8.9,1009.6,-6.1,0.0,N,2.1,Changping,2013-11-24 02:00:00
6436,2013,11,24,3,59.0,77.0,9.0,48.0,900.0,5.0,9.6,1009.6,-6.7,0.0,NNW,2.4,Changping,2013-11-24 03:00:00
6437,2013,11,24,4,53.0,76.0,9.0,48.0,800.0,10.0,9.4,1009.2,-6.9,0.0,N,1.5,Changping,2013-11-24 04:00:00
6438,2013,11,24,5,44.0,69.0,9.0,33.0,1000.0,23.0,8.8,1008.8,-7.0,0.0,N,2.2,Changping,2013-11-24 05:00:00
6439,2013,11,24,6,34.0,67.0,9.0,24.0,500.0,32.0,8.8,1008.7,-7.0,0.0,NNW,1.2,Changping,2013-11-24 06:00:00
6440,2013,11,24,7,39.0,70.0,9.0,33.0,700.0,22.0,9.0,1008.4,-8.6,0.0,W,0.8,Changping,2013-11-24 07:00:00
6441,2013,11,24,8,41.0,83.0,9.0,34.0,700.0,18.0,9.2,1008.4,-8.9,0.0,NE,0.9,Changping,2013-11-24 08:00:00
6442,2013,11,24,9,46.0,107.0,9.0,38.0,800.0,14.0,9.2,1007.9,-9.3,0.0,N,1.5,Changping,2013-11-24 09:00:00
6443,2013,11,24,10,39.0,115.0,9.0,29.0,600.0,25.0,9.5,1007.3,-10.6,0.0,WNW,1.5,Changping,2013-11-24 10:00:00
6444,2013,11,24,11,52.0,165.0,18.0,27.0,600.0,29.0,9.7,1006.3,-11.0,0.0,WNW,1.5,Changping,2013-11-24 11:00:00
6445,2013,11,24,12,64.0,241.0,7.0,19.0,400.0,42.0,9.6,1005.3,-11.1,0.0,WNW,1.5,Changping,2013-11-24 12:00:00
6446,2013,11,24,13,71.0,220.0,7.0,18.0,400.0,44.0,10.1,1004.2,-10.7,0.0,WNW,2.2,Changping,2013-11-24 13:00:00
6447,2013,11,24,14,71.0,244.0,14.0,24.0,400.0,37.0,10.0,1003.6,-10.8,0.0,WNW,1.5,Changping,2013-11-24 14:00:00
6448,2013,11,24,15,77.0,244.0,14.0,23.0,400.0,38.0,9.8,1003.4,-10.4,0.0,NW,2.1,Changping,2013-11-24 15:00:00
6449,2013,11,24,16,78.0,237.0,15.0,31.0,500.0,32.0,8.2,1003.6,-10.2,0.0,NW,0.9,Changping,2013-11-24 16:00:00
6450,2013,11,24,17,83.0,209.0,9.0,40.0,700.0,21.0,6.5,1003.9,-9.9,0.0,NNW,0.8,Changping,2013-11-24 17:00:00
6451,2013,11,24,18,86.0,199.0,9.0,53.0,1200.0,9.0,7.1,1004.2,-9.8,0.0,NW,0.8,Changping,2013-11-24 18:00:00
6452,2013,11,24,19,69.0,144.0,14.0,39.0,900.0,18.0,8.1,1004.7,-9.4,0.0,NNW,1.5,Changping,2013-11-24 19:00:00
6453,2013,11,24,20,44.0,100.0,12.0,29.0,600.0,29.0,6.6,1005.4,-8.6,0.0,NNW,1.7,Changping,2013-11-24 20:00:00
6454,2013,11,24,21,21.0,70.0,15.0,13.0,300.0,47.0,5.2,1005.8,-9.0,0.0,NW,1.6,Changping,2013-11-24 21:00:00
6455,2013,11,24,22,21.0,40.0,12.0,16.0,400.0,44.0,4.4,1006.2,-9.4,0.0,NW,1.1,Changping,2013-11-24 22:00:00
6456,2013,11,24,23,17.0,29.0,5.0,15.0,500.0,46.0,3.9,1006.1,-9.2,0.0,NW,1.5,Changping,2013-11-24 23:00:00
6457,2013,11,25,0,21.0,39.0,9.0,33.0,500.0,20.0,4.5,1006.1,-9.7,0.0,WNW,1.5,Changping,2013-11-25 00:00:00
6458,2013,11,25,1,19.0,39.0,8.0,28.0,400.0,23.0,3.7,1006.6,-9.3,0.0,NW,1.9,Changping,2013-11-25 01:00:00
6459,2013,11,25,2,12.0,33.0,9.0,31.0,400.0,19.0,3.6,1007.2,-9.4,0.0,NW,1.5,Changping,2013-11-25 02:00:00
6460,2013,11,25,3,13.0,30.0,8.0,27.0,400.0,21.0,2.7,1007.6,-9.6,0.0,NNE,1.3,Changping,2013-11-25 03:00:00
6461,2013,11,25,4,15.0,30.0,11.0,20.0,400.0,30.0,3.2,1008.6,-10.8,0.0,NNW,1.5,Changping,2013-11-25 04:00:00
6462,2013,11,25,5,9.0,25.0,7.0,11.0,300.0,39.0,2.4,1008.8,-11.5,0.0,N,1.9,Changping,2013-11-25 05:00:00
6463,2013,11,25,6,10.0,16.0,9.0,9.0,300.0,39.0,2.5,1009.6,-11.8,0.0,N,1.9,Changping,2013-11-25 06:00:00
6464,2013,11,25,7,8.0,15.0,14.0,13.0,300.0,38.0,1.5,1010.6,-11.0,0.0,NNE,0.5,Changping,2013-11-25 07:00:00
6465,2013,11,25,8,13.0,24.0,9.0,24.0,400.0,25.0,3.8,1011.1,-11.4,0.0,W,2.5,Changping,2013-11-25 08:00:00
6466,2013,11,25,9,16.0,28.0,9.0,22.0,500.0,31.0,4.5,1011.1,-11.6,0.0,W,1.5,Changping,2013-11-25 09:00:00
6467,2013,11,25,10,13.0,27.0,9.0,18.0,500.0,38.0,5.3,1010.8,-11.8,0.0,NW,1.5,Changping,2013-11-25 10:00:00
6468,2013,11,25,11,14.0,36.0,17.0,13.0,400.0,47.0,5.9,1009.4,-13.2,0.0,NW,1.5,Changping,2013-11-25 11:00:00
6469,2013,11,25,12,18.0,26.0,13.0,13.0,400.0,50.0,6.1,1008.6,-13.0,0.0,WNW,1.5,Changping,2013-11-25 12:00:00
6470,2013,11,25,13,13.0,51.0,12.0,12.0,400.0,55.0,6.6,1008.0,-13.7,0.0,WNW,1.5,Changping,2013-11-25 13:00:00
6471,2013,11,25,14,18.0,65.0,11.0,14.0,400.0,52.0,6.7,1008.0,-15.4,0.0,NW,1.5,Changping,2013-11-25 14:00:00
6472,2013,11,25,15,10.0,55.0,9.0,14.0,400.0,54.0,6.5,1008.3,-16.2,0.0,WNW,1.5,Changping,2013-11-25 15:00:00
6473,2013,11,25,16,11.0,46.0,10.0,18.0,400.0,51.0,5.2,1008.4,-15.4,0.0,W,1.3,Changping,2013-11-25 16:00:00
6474,2013,11,25,17,15.0,38.0,13.0,34.0,500.0,30.0,3.3,1008.4,-14.9,0.0,WNW,1.5,Changping,2013-11-25 17:00:00
6475,2013,11,25,18,45.0,55.0,9.0,50.0,800.0,17.0,1.3,1008.8,-14.4,0.0,N,2.0,Changping,2013-11-25 18:00:00
6476,2013,11,25,19,64.0,73.0,9.0,56.0,800.0,12.0,0.8,1008.9,-14.4,0.0,N,1.5,Changping,2013-11-25 19:00:00
6477,2013,11,25,20,61.0,66.0,9.0,46.0,800.0,14.0,0.0,1008.7,-14.4,0.0,ENE,0.5,Changping,2013-11-25 20:00:00
6478,2013,11,25,21,25.0,30.0,17.0,26.0,800.0,24.0,0.3,1008.7,-14.5,0.0,N,1.2,Changping,2013-11-25 21:00:00
6479,2013,11,25,22,19.0,28.0,18.0,24.0,600.0,27.0,-0.8,1008.4,-14.7,0.0,N,0.6,Changping,2013-11-25 22:00:00
6480,2013,11,25,23,24.0,35.0,16.0,35.0,800.0,17.0,-1.2,1008.1,-14.7,0.0,N,1.6,Changping,2013-11-25 23:00:00
6481,2013,11,26,0,35.0,39.0,9.0,34.0,1000.0,15.0,-1.8,1007.9,-13.6,0.0,ENE,0.7,Changping,2013-11-26 00:00:00
6482,2013,11,26,1,38.0,47.0,9.0,35.0,1100.0,12.0,-1.7,1008.5,-13.9,0.0,NNW,1.6,Changping,2013-11-26 01:00:00
6483,2013,11,26,2,21.0,35.0,18.0,28.0,900.0,21.0,0.4,1008.8,-13.7,0.0,NNE,0.7,Changping,2013-11-26 02:00:00
6484,2013,11,26,3,41.0,56.0,9.0,43.0,800.0,10.0,1.4,1008.7,-14.7,0.0,NNE,1.6,Changping,2013-11-26 03:00:00
6485,2013,11,26,4,20.0,29.0,11.0,23.0,600.0,34.0,-0.2,1008.6,-14.6,0.0,NE,0.9,Changping,2013-11-26 04:00:00
6486,2013,11,26,5,10.0,15.0,9.0,18.0,400.0,41.0,-0.4,1008.6,-15.5,0.0,NE,1.5,Changping,2013-11-26 05:00:00
6487,2013,11,26,6,10.0,15.0,9.0,18.0,400.0,36.0,0.3,1009.2,-16.1,0.0,NE,2.1,Changping,2013-11-26 06:00:00
6488,2013,11,26,7,10.0,14.0,9.0,27.0,400.0,29.0,0.5,1009.8,-15.9,0.0,NE,1.5,Changping,2013-11-26 07:00:00
6489,2013,11,26,8,11.0,17.0,9.0,25.0,400.0,31.0,2.7,1010.2,-15.9,0.0,NE,2.1,Changping,2013-11-26 08:00:00
6490,2013,11,26,9,15.0,21.0,9.0,23.0,500.0,35.0,5.0,1010.1,-16.2,0.0,NE,1.5,Changping,2013-11-26 09:00:00
6491,2013,11,26,10,7.0,14.0,9.0,10.0,300.0,55.0,5.8,1009.7,-16.8,0.0,WNW,1.5,Changping,2013-11-26 10:00:00
6492,2013,11,26,11,12.0,15.0,14.0,15.0,400.0,51.0,6.2,1009.0,-16.4,0.0,WNW,1.5,Changping,2013-11-26 11:00:00
6493,2013,11,26,12,13.0,39.0,15.0,13.0,400.0,55.0,6.4,1008.3,-17.7,0.0,WNW,1.5,Changping,2013-11-26 12:00:00
6494,2013,11,26,13,12.0,81.0,8.0,12.0,400.0,58.0,6.7,1008.0,-19.0,0.0,WNW,1.5,Changping,2013-11-26 13:00:00
6495,2013,11,26,14,15.0,67.0,4.0,10.0,300.0,62.0,5.9,1008.2,-20.5,0.0,NW,1.5,Changping,2013-11-26 14:00:00
6496,2013,11,26,15,10.0,80.0,5.0,13.0,400.0,59.0,5.0,1009.1,-22.1,0.0,WNW,1.5,Changping,2013-11-26 15:00:00
6497,2013,11,26,16,14.0,77.0,3.0,12.0,300.0,60.0,3.6,1010.0,-23.2,0.0,NW,1.5,Changping,2013-11-26 16:00:00
6498,2013,11,26,17,13.0,68.0,3.0,13.0,300.0,60.0,2.5,1011.3,-24.1,0.0,NW,1.5,Changping,2013-11-26 17:00:00
6499,2013,11,26,18,12.0,69.0,3.0,11.0,300.0,62.0,1.5,1012.3,-24.0,0.0,NW,1.5,Changping,2013-11-26 18:00:00
6500,2013,11,26,19,10.0,69.0,3.0,8.0,300.0,66.0,0.4,1014.0,-23.3,0.0,NNW,1.5,Changping,2013-11-26 19:00:00
6501,2013,11,26,20,7.0,58.0,3.0,6.0,300.0,65.0,-0.3,1014.7,-22.5,0.0,NW,1.5,Changping,2013-11-26 20:00:00
6502,2013,11,26,21,5.0,26.0,3.0,9.0,300.0,60.0,-0.8,1015.8,-21.6,0.0,NW,1.5,Changping,2013-11-26 21:00:00
6503,2013,11,26,22,5.0,62.0,2.0,4.0,200.0,66.0,-1.5,1016.4,-22.8,0.0,NW,1.5,Changping,2013-11-26 22:00:00
6504,2013,11,26,23,9.0,28.0,1.0,3.0,200.0,68.0,-2.0,1016.4,-22.6,0.0,NW,1.5,Changping,2013-11-26 23:00:00
6505,2013,11,27,0,10.0,20.0,2.0,5.0,200.0,67.0,-2.5,1016.2,-21.9,0.0,NW,1.5,Changping,2013-11-27 00:00:00
6506,2013,11,27,1,4.0,19.0,2.0,5.0,200.0,67.0,-2.5,1016.2,-21.4,0.0,NW,1.5,Changping,2013-11-27 01:00:00
6507,2013,11,27,2,6.0,14.0,2.0,5.0,200.0,64.0,-2.7,1016.1,-21.5,0.0,NW,1.5,Changping,2013-11-27 02:00:00
6508,2013,11,27,3,5.0,18.0,3.0,4.0,200.0,66.0,-3.1,1016.3,-21.9,0.0,NNW,1.5,Changping,2013-11-27 03:00:00
6509,2013,11,27,4,3.0,18.0,3.0,4.0,200.0,53.0,-3.8,1016.6,-23.5,0.0,NW,1.5,Changping,2013-11-27 04:00:00
6510,2013,11,27,5,3.0,16.0,3.0,4.0,200.0,56.0,-4.1,1017.5,-23.2,0.0,NW,1.5,Changping,2013-11-27 05:00:00
6511,2013,11,27,6,4.0,15.0,4.0,7.0,200.0,50.0,-4.5,1018.0,-23.1,0.0,NNW,1.5,Changping,2013-11-27 06:00:00
6512,2013,11,27,7,9.0,18.0,5.0,10.0,200.0,46.0,-4.5,1018.6,-23.6,0.0,WNW,1.5,Changping,2013-11-27 07:00:00
6513,2013,11,27,8,9.0,16.0,4.0,13.0,300.0,43.0,-3.6,1019.7,-23.4,0.0,NW,1.5,Changping,2013-11-27 08:00:00
6514,2013,11,27,9,7.0,25.0,4.0,11.0,300.0,43.0,-3.0,1019.8,-24.1,0.0,WNW,1.5,Changping,2013-11-27 09:00:00
6515,2013,11,27,10,7.0,24.0,5.0,8.0,200.0,46.0,-2.5,1019.9,-25.0,0.0,W,1.5,Changping,2013-11-27 10:00:00
6516,2013,11,27,11,9.0,49.0,5.0,10.0,300.0,44.0,-1.9,1019.2,-25.2,0.0,WNW,1.5,Changping,2013-11-27 11:00:00
6517,2013,11,27,12,15.0,58.0,5.0,11.0,300.0,43.0,-1.7,1018.8,-25.8,0.0,WNW,1.5,Changping,2013-11-27 12:00:00
6518,2013,11,27,13,13.0,66.0,5.0,10.0,300.0,44.0,-0.9,1017.7,-26.0,0.0,NW,1.5,Changping,2013-11-27 13:00:00
6519,2013,11,27,14,10.0,56.0,5.0,10.0,300.0,46.0,-0.6,1017.6,-25.7,0.0,WNW,1.5,Changping,2013-11-27 14:00:00
6520,2013,11,27,15,13.0,72.0,7.0,11.0,300.0,45.0,-1.0,1017.9,-26.0,0.0,NW,1.5,Changping,2013-11-27 15:00:00
6521,2013,11,27,16,10.0,90.0,6.0,15.0,300.0,42.0,-1.6,1018.4,-26.5,0.0,WNW,1.5,Changping,2013-11-27 16:00:00
6522,2013,11,27,17,10.0,78.0,5.0,18.0,300.0,39.0,-1.8,1019.0,-25.9,0.0,NW,1.5,Changping,2013-11-27 17:00:00
6523,2013,11,27,18,12.0,55.0,6.0,17.0,300.0,40.0,-2.0,1019.5,-26.0,0.0,NW,1.5,Changping,2013-11-27 18:00:00
6524,2013,11,27,19,14.0,44.0,5.0,17.0,300.0,39.0,-2.2,1019.7,-26.2,0.0,NW,1.5,Changping,2013-11-27 19:00:00
6525,2013,11,27,20,6.0,32.0,4.0,11.0,300.0,46.0,-2.4,1019.9,-25.6,0.0,NW,1.5,Changping,2013-11-27 20:00:00
6526,2013,11,27,21,5.0,32.0,4.0,8.0,300.0,50.0,-2.7,1020.0,-25.8,0.0,NW,1.5,Changping,2013-11-27 21:00:00
6527,2013,11,27,22,7.0,24.0,4.0,9.0,300.0,48.0,-3.0,1019.9,-26.1,0.0,NW,1.5,Changping,2013-11-27 22:00:00
6528,2013,11,27,23,10.0,26.0,6.0,17.0,300.0,37.0,-3.4,1020.2,-26.4,0.0,WNW,1.5,Changping,2013-11-27 23:00:00
6529,2013,11,28,0,13.0,23.0,5.0,14.0,300.0,43.0,-3.7,1019.8,-25.9,0.0,WNW,1.5,Changping,2013-11-28 00:00:00
6530,2013,11,28,1,10.0,26.0,8.0,29.0,400.0,22.0,-3.7,1019.6,-25.9,0.0,WNW,1.5,Changping,2013-11-28 01:00:00
6531,2013,11,28,2,6.0,25.0,9.0,24.0,300.0,28.0,-3.5,1019.3,-25.8,0.0,WNW,1.5,Changping,2013-11-28 02:00:00
6532,2013,11,28,3,3.0,31.0,12.0,22.0,400.0,30.0,-3.3,1019.0,-25.6,0.0,WNW,1.5,Changping,2013-11-28 03:00:00
6533,2013,11,28,4,8.0,33.0,12.0,20.0,300.0,32.0,-3.3,1018.6,-25.6,0.0,WNW,1.5,Changping,2013-11-28 04:00:00
6534,2013,11,28,5,8.0,35.0,13.0,17.0,300.0,35.0,-3.2,1018.9,-25.5,0.0,WNW,1.5,Changping,2013-11-28 05:00:00
6535,2013,11,28,6,6.0,76.0,16.0,18.0,300.0,34.0,-2.8,1018.9,-25.2,0.0,NW,1.5,Changping,2013-11-28 06:00:00
6536,2013,11,28,7,14.0,46.0,17.0,18.0,400.0,34.0,-2.3,1019.4,-25.5,0.0,NW,1.5,Changping,2013-11-28 07:00:00
6537,2013,11,28,8,6.0,24.0,10.0,16.0,400.0,39.0,-0.7,1019.4,-25.0,0.0,WNW,1.5,Changping,2013-11-28 08:00:00
6538,2013,11,28,9,9.0,24.0,8.0,13.0,300.0,43.0,0.4,1019.2,-24.9,0.0,WNW,1.5,Changping,2013-11-28 09:00:00
6539,2013,11,28,10,12.0,41.0,6.0,10.0,300.0,47.0,1.6,1018.5,-24.8,0.0,NW,1.5,Changping,2013-11-28 10:00:00
6540,2013,11,28,11,13.0,49.0,9.0,10.0,300.0,51.0,2.5,1017.2,-24.1,0.0,WNW,1.5,Changping,2013-11-28 11:00:00
6541,2013,11,28,12,11.0,52.0,11.0,11.0,400.0,52.0,4.2,1016.5,-23.8,0.0,WNW,1.5,Changping,2013-11-28 12:00:00
6542,2013,11,28,13,6.0,61.0,12.0,12.0,400.0,51.0,4.2,1015.9,-22.8,0.0,WNW,1.5,Changping,2013-11-28 13:00:00
6543,2013,11,28,14,15.0,49.0,14.0,15.0,500.0,49.0,4.9,1015.1,-21.3,0.0,NW,1.5,Changping,2013-11-28 14:00:00
6544,2013,11,28,15,16.0,44.0,14.0,19.0,500.0,46.0,6.0,1014.9,-18.8,0.0,WNW,1.5,Changping,2013-11-28 15:00:00
6545,2013,11,28,16,12.0,50.0,11.0,17.0,500.0,50.0,5.8,1014.6,-15.5,0.0,WNW,1.5,Changping,2013-11-28 16:00:00
6546,2013,11,28,17,14.0,60.0,16.0,22.0,500.0,44.0,6.2,1014.6,-13.4,0.0,NW,1.5,Changping,2013-11-28 17:00:00
6547,2013,11,28,18,12.0,42.0,13.0,25.0,500.0,39.0,6.5,1014.7,-13.7,0.0,NW,1.5,Changping,2013-11-28 18:00:00
6548,2013,11,28,19,13.0,32.0,12.0,25.0,500.0,38.0,6.5,1014.6,-13.7,0.0,NW,1.5,Changping,2013-11-28 19:00:00
6549,2013,11,28,20,12.0,28.0,12.0,20.0,500.0,43.0,6.2,1014.8,-13.4,0.0,NNW,1.5,Changping,2013-11-28 20:00:00
6550,2013,11,28,21,10.0,27.0,11.0,22.0,500.0,40.0,5.0,1015.1,-13.0,0.0,ENE,1.2,Changping,2013-11-28 21:00:00
6551,2013,11,28,22,12.0,23.0,18.0,16.0,500.0,46.0,4.0,1015.1,-12.9,0.0,E,0.7,Changping,2013-11-28 22:00:00
6552,2013,11,28,23,16.0,24.0,9.0,30.0,800.0,27.0,3.2,1015.1,-13.2,0.0,N,1.2,Changping,2013-11-28 23:00:00
6553,2013,11,29,0,17.0,23.0,9.0,23.0,600.0,35.0,2.0,1014.6,-13.0,0.0,E,1.4,Changping,2013-11-29 00:00:00
6554,2013,11,29,1,22.0,26.0,9.0,30.0,900.0,25.0,1.9,1014.6,-12.7,0.0,NE,1.0,Changping,2013-11-29 01:00:00
6555,2013,11,29,2,23.0,35.0,9.0,34.0,1100.0,22.0,0.1,1014.5,-12.2,0.0,NNW,1.2,Changping,2013-11-29 02:00:00
6556,2013,11,29,3,16.0,20.0,9.0,20.0,800.0,39.0,2.1,1014.2,-12.9,0.0,ENE,1.6,Changping,2013-11-29 03:00:00
6557,2013,11,29,4,17.0,22.0,9.0,27.0,800.0,30.0,5.3,1013.8,-13.2,0.0,WNW,1.5,Changping,2013-11-29 04:00:00
6558,2013,11,29,5,23.0,22.0,9.0,35.0,1100.0,20.0,5.8,1013.5,-13.3,0.0,NW,1.5,Changping,2013-11-29 05:00:00
6559,2013,11,29,6,11.0,24.0,9.0,20.0,500.0,41.0,3.9,1013.2,-13.4,0.0,NNE,2.0,Changping,2013-11-29 06:00:00
6560,2013,11,29,7,16.0,22.0,9.0,23.0,600.0,40.0,6.4,1013.6,-13.3,0.0,NW,1.5,Changping,2013-11-29 07:00:00
6561,2013,11,29,8,21.0,31.0,9.0,31.0,800.0,30.0,6.6,1013.6,-12.1,0.0,SW,1.3,Changping,2013-11-29 08:00:00
6562,2013,11,29,9,25.0,32.0,9.0,31.0,800.0,32.0,8.7,1013.0,-12.5,0.0,NW,1.5,Changping,2013-11-29 09:00:00
6563,2013,11,29,10,41.0,57.0,9.0,40.0,1100.0,24.0,10.1,1012.0,-11.9,0.0,NW,1.5,Changping,2013-11-29 10:00:00
6564,2013,11,29,11,16.0,27.0,9.0,19.0,600.0,48.0,10.9,1010.6,-12.5,0.0,NW,1.5,Changping,2013-11-29 11:00:00
6565,2013,11,29,12,16.0,23.0,9.0,17.0,500.0,54.0,11.4,1009.6,-12.1,0.0,NW,1.5,Changping,2013-11-29 12:00:00
6566,2013,11,29,13,23.0,31.0,9.0,17.0,500.0,52.0,12.5,1008.7,-12.7,0.0,NW,1.5,Changping,2013-11-29 13:00:00
6567,2013,11,29,14,20.0,33.0,9.0,18.0,500.0,51.0,12.0,1007.7,-11.6,0.0,NW,1.5,Changping,2013-11-29 14:00:00
6568,2013,11,29,15,24.0,33.0,9.0,21.0,600.0,49.0,11.6,1007.5,-11.3,0.0,NW,1.5,Changping,2013-11-29 15:00:00
6569,2013,11,29,16,29.0,41.0,9.0,29.0,700.0,37.0,10.1,1007.7,-11.3,0.0,W,1.8,Changping,2013-11-29 16:00:00
6570,2013,11,29,17,34.0,51.0,9.0,45.0,800.0,17.0,8.7,1007.8,-11.3,0.0,WSW,1.3,Changping,2013-11-29 17:00:00
